order_id,product_id,quantity,orders_date
33063,20265,1,06/01/2024
33415,20010,1,01/10/2024
34195,20010,1,02/10/2024
33302,20267,1,10/09/2024
30331,20267,1,01/01/2024
31202,20267,1,01/07/2024
32889,20268,1,09/07/2024
34669,20268,1,03/03/2024
30643,20013,1,08/06/2024
30684,20013,1,03/01/2024
32127,20013,1,05/06/2024
34903,20013,1,06/01/2024
31169,20269,1,02/05/2024
31700,20014,1,09/05/2024
32331,20014,1,08/03/2024
33594,20015,1,03/07/2024
34102,20015,1,05/07/2024
31841,20015,1,03/09/2024
34751,20016,1,03/07/2024
30005,20016,1,07/07/2024
30672,20016,1,10/01/2024
30789,20016,1,04/04/2024
33269,20016,1,04/07/2024
31469,20272,1,02/09/2024
31538,20272,1,05/10/2024
34284,20272,1,02/09/2024
30353,20017,1,08/02/2024
30843,20273,1,02/01/2024
30582,20273,1,03/07/2024
30897,20273,1,02/08/2024
31318,20274,1,08/04/2024
34678,20274,1,05/10/2024
32013,20019,1,02/04/2024
33303,20019,1,07/03/2024
33393,20019,1,09/06/2024
31766,20275,1,07/10/2024
30630,20020,1,09/10/2024
31126,20020,1,02/04/2024
33912,20020,1,09/09/2024
31118,20276,1,07/10/2024
33311,20276,1,02/04/2024
34264,20276,1,08/02/2024
34612,20021,1,02/01/2024
34628,20021,1,07/01/2024
31887,20277,1,02/10/2024
30692,20277,1,06/10/2024
32289,20278,1,03/09/2024
32635,20278,1,01/01/2024
31865,20023,1,10/01/2024
34786,20023,1,06/06/2024
32000,20279,1,07/04/2024
33442,20279,1,08/07/2024
31125,20280,1,07/04/2024
33258,20280,1,10/02/2024
31332,20280,1,07/03/2024
30173,20281,1,06/02/2024
31981,20281,1,03/01/2024
33707,20026,1,06/04/2024
34076,20026,1,01/08/2024
30406,20282,1,08/09/2024
33064,20027,1,09/07/2024
33526,20027,1,02/05/2024
31095,20283,1,05/07/2024
32538,20283,1,08/05/2024
33829,20283,1,02/04/2024
33450,20028,1,06/07/2024
34094,20028,1,03/08/2024
32929,20284,1,03/08/2024
32269,20284,1,03/08/2024
34740,20284,1,16/09/2024
30032,20029,1,25/09/2024
30698,20029,1,03/05/2024
32973,20285,1,01/02/2024
32036,20285,1,28/04/2024
32129,20285,1,10/08/2024
30550,20030,1,23/04/2024
33644,20030,1,26/06/2024
32147,20030,1,02/10/2024
31640,20030,1,19/03/2024
34581,20030,1,23/05/2024
30870,20286,1,14/08/2024
32184,20286,1,14/03/2024
31220,20031,1,04/10/2024
31843,20031,1,26/10/2024
34453,20287,1,24/06/2024
33721,20287,1,04/10/2024
30529,20032,1,31/07/2024
31653,20032,1,20/08/2024
33869,20032,1,22/03/2024
30337,20032,1,19/06/2024
32876,20032,1,06/03/2024
34338,20032,1,27/07/2024
30270,20288,1,29/09/2024
33583,20288,1,21/03/2024
31099,20289,1,29/02/2024
30948,20289,1,02/10/2024
34729,20289,1,24/03/2024
30395,20034,1,07/03/2024
33135,20034,1,26/08/2024
32538,20290,1,30/03/2024
34488,20290,1,07/03/2024
30447,20290,1,08/04/2024
30759,20290,1,17/07/2024
32551,20290,1,19/09/2024
31485,20035,1,30/08/2024
33469,20035,1,06/02/2024
34345,20291,1,29/08/2024
31410,20036,1,27/06/2024
33681,20036,1,20/01/2024
33355,20292,1,06/04/2024
32659,20292,1,13/07/2024
30104,20037,1,03/03/2024
31970,20037,1,13/07/2024
33964,20293,1,08/10/2024
34368,20038,1,20/01/2024
34683,20038,1,09/04/2024
31294,20038,1,15/07/2024
31915,20038,1,28/10/2024
33799,20294,1,30/03/2024
30668,20294,1,22/02/2024
30021,20039,1,16/07/2024
30140,20039,1,03/02/2024
34766,20295,1,29/04/2024
31641,20295,1,30/10/2024
31456,20295,1,30/08/2024
30229,20295,1,05/04/2024
31386,20040,1,27/02/2024
31415,20040,1,06/07/2024
32414,20040,1,06/02/2024
31702,20296,1,23/08/2024
31791,20296,1,28/10/2024
31967,20296,1,16/08/2024
33499,20041,1,31/05/2024
33408,20041,1,01/02/2024
33634,20041,1,11/07/2024
33352,20297,1,14/03/2024
31643,20297,1,26/08/2024
32088,20297,1,05/08/2024
32835,20297,1,04/02/2024
33438,20297,1,19/05/2024
33860,20042,1,23/08/2024
34423,20042,1,06/09/2024
34989,20042,1,05/02/2024
33315,20298,1,15/06/2024
32393,20298,1,22/09/2024
32525,20298,1,02/07/2024
31680,20043,1,17/03/2024
32643,20043,1,29/04/2024
33735,20299,1,14/02/2024
32918,20299,1,06/06/2024
33160,20299,1,04/07/2024
34625,20299,1,24/08/2024
31197,20044,1,05/04/2024
30020,20300,1,02/06/2024
30443,20300,1,22/10/2024
31101,20300,1,19/10/2024
31534,20300,1,29/03/2024
32001,20301,1,30/07/2024
31926,20301,1,31/05/2024
31154,20046,1,03/02/2024
31572,20046,1,21/02/2024
32804,20302,1,30/10/2024
34071,20302,1,12/04/2024
33460,20302,1,14/09/2024
34446,20047,1,11/05/2024
33503,20047,1,26/03/2024
33782,20047,1,23/01/2024
30601,20303,1,19/10/2024
34568,20303,1,03/03/2024
30154,20303,1,25/07/2024
31131,20303,1,19/02/2024
32346,20303,1,11/10/2024
32816,20303,1,15/04/2024
33871,20303,1,26/09/2024
32611,20048,1,19/08/2024
33090,20304,1,30/06/2024
34382,20304,1,08/08/2024
33693,20049,1,24/04/2024
30644,20050,1,23/02/2024
30954,20050,1,15/01/2024
30237,20050,1,06/02/2024
30754,20050,1,29/05/2024
32963,20050,1,20/03/2024
33779,20050,1,15/10/2024
34313,20050,1,16/10/2024
34461,20050,1,05/10/2024
34610,20306,1,28/10/2024
31435,20306,1,30/01/2024
32982,20306,1,27/03/2024
34434,20306,1,12/05/2024
34455,20306,1,13/09/2024
33704,20051,1,13/02/2024
33836,20307,1,02/02/2024
32776,20052,1,19/02/2024
30834,20052,1,11/01/2024
31890,20052,1,28/09/2024
34926,20052,1,10/10/2024
30034,20308,1,06/05/2024
33360,20308,1,21/07/2024
34647,20309,1,28/10/2024
33940,20054,1,24/09/2024
30153,20054,1,22/03/2024
32002,20054,1,31/08/2024
33182,20054,1,15/07/2024
33956,20310,1,21/03/2024
30595,20310,1,13/10/2024
32424,20055,1,26/06/2024
31783,20055,1,13/07/2024
33938,20055,1,07/07/2024
31341,20311,1,03/08/2024
33432,20311,1,29/02/2024
34586,20311,1,10/06/2024
30109,20311,1,14/08/2024
32722,20311,1,18/06/2024
34078,20056,1,29/07/2024
34406,20056,1,30/04/2024
32814,20056,1,12/04/2024
33006,20312,1,01/10/2024
34144,20312,1,25/02/2024
32783,20057,1,19/04/2024
32909,20057,1,22/06/2024
31123,20313,1,28/07/2024
31639,20313,1,24/09/2024
31897,20313,1,10/01/2024
32442,20313,1,16/10/2024
34358,20313,1,03/06/2024
33484,20058,1,13/01/2024
30747,20058,1,31/05/2024
31214,20058,1,20/09/2024
31599,20058,1,16/08/2024
33102,20058,1,03/07/2024
34835,20058,1,27/01/2024
34698,20314,1,22/08/2024
31961,20314,1,19/02/2024
34184,20314,1,28/07/2024
33006,20059,1,11/01/2024
32977,20059,1,04/07/2024
32564,20059,1,27/10/2024
30143,20059,1,05/07/2024
30193,20059,1,23/08/2024
34616,20059,1,31/03/2024
34760,20059,1,08/09/2024
34289,20315,1,05/07/2024
32124,20315,1,02/08/2024
30612,20315,1,03/08/2024
31387,20315,1,04/02/2024
33245,20316,1,16/04/2024
33344,20061,1,08/02/2024
34562,20061,1,21/08/2024
34773,20317,1,18/08/2024
33001,20062,1,07/04/2024
32630,20062,1,03/05/2024
32091,20062,1,19/02/2024
34222,20318,1,29/05/2024
32389,20318,1,17/06/2024
30842,20318,1,09/06/2024
33208,20318,1,21/04/2024
34062,20318,1,04/06/2024
30860,20063,1,01/08/2024
31557,20319,1,29/09/2024
34764,20319,1,18/08/2024
32964,20064,1,29/08/2024
33462,20064,1,11/06/2024
30291,20320,1,08/05/2024
31574,20320,1,13/03/2024
31635,20320,1,09/04/2024
30602,20065,1,19/06/2024
31100,20065,1,05/06/2024
32620,20065,1,26/09/2024
30287,20321,1,24/05/2024
31794,20321,1,04/01/2024
34240,20321,1,23/02/2024
31740,20066,1,31/03/2024
34931,20066,1,15/08/2024
34983,20066,1,20/08/2024
33009,20322,1,11/04/2024
30083,20322,1,21/05/2024
33141,20322,1,05/09/2024
34058,20322,1,21/05/2024
30398,20067,1,28/08/2024
31443,20067,1,04/05/2024
32770,20067,1,30/09/2024
34233,20067,1,07/07/2024
30807,20323,1,18/06/2024
31443,20068,1,04/08/2024
33222,20068,1,06/10/2024
30881,20068,1,13/08/2024
32222,20068,1,24/07/2024
32668,20324,1,02/05/2024
34046,20324,1,09/04/2024
34794,20324,1,07/10/2024
32789,20069,1,05/01/2024
31212,20069,1,10/07/2024
32224,20069,1,02/01/2024
32912,20069,1,27/01/2024
32341,20069,1,07/08/2024
33279,20325,1,20/04/2024
30592,20070,1,16/07/2024
31463,20326,1,12/10/2024
31417,20326,1,09/01/2024
32819,20326,1,21/04/2024
33766,20071,1,29/08/2024
30884,20071,1,12/04/2024
32884,20071,1,23/08/2024
34718,20327,1,25/10/2024
30186,20327,1,05/07/2024
32376,20327,1,11/09/2024
33116,20327,1,20/09/2024
30256,20328,1,19/06/2024
31892,20328,1,01/06/2024
33935,20328,1,13/07/2024
33353,20073,1,19/07/2024
33670,20073,1,13/02/2024
34321,20329,1,28/04/2024
32053,20329,1,20/05/2024
32469,20329,1,17/02/2024
31093,20329,1,01/08/2024
33412,20329,1,16/09/2024
33296,20074,1,14/08/2024
31337,20330,1,25/10/2024
34365,20330,1,12/02/2024
31893,20330,1,16/02/2024
32350,20330,1,05/02/2024
33165,20075,1,23/06/2024
31001,20075,1,18/07/2024
31937,20075,1,08/04/2024
33605,20331,1,03/10/2024
30359,20331,1,20/10/2024
34166,20331,1,01/05/2024
31988,20331,1,29/08/2024
32445,20331,1,02/09/2024
32513,20076,1,10/03/2024
30605,20076,1,28/06/2024
32594,20076,1,22/01/2024
33380,20076,1,17/03/2024
30464,20332,1,14/03/2024
31561,20332,1,24/08/2024
32175,20332,1,17/07/2024
31855,20077,1,20/02/2024
31833,20077,1,20/08/2024
34490,20077,1,01/08/2024
30317,20333,1,28/02/2024
32079,20333,1,06/10/2024
34826,20333,1,17/07/2024
31898,20078,1,12/10/2024
31711,20334,1,15/05/2024
33157,20334,1,16/03/2024
34178,20079,1,21/06/2024
33533,20080,1,21/05/2024
30056,20080,1,23/08/2024
31092,20080,1,25/03/2024
31590,20080,1,14/06/2024
34950,20336,1,12/08/2024
31091,20336,1,20/03/2024
34997,20336,1,25/04/2024
32977,20336,1,13/09/2024
30498,20081,1,27/03/2024
30844,20081,1,13/03/2024
31044,20081,1,23/05/2024
31864,20081,1,04/01/2024
33071,20081,1,23/07/2024
34298,20081,1,29/05/2024
31908,20337,1,04/04/2024
31002,20337,1,03/05/2024
32207,20337,1,10/05/2024
32554,20337,1,31/08/2024
32044,20338,1,18/06/2024
33515,20338,1,02/03/2024
30169,20083,1,31/05/2024
31475,20083,1,01/10/2024
33854,20339,1,07/07/2024
32413,20339,1,04/04/2024
32648,20339,1,06/09/2024
34505,20339,1,04/02/2024
31117,20084,1,05/04/2024
31303,20084,1,05/03/2024
30262,20340,1,13/03/2024
30478,20340,1,19/03/2024
32530,20340,1,11/04/2024
31677,20085,1,15/07/2024
34253,20341,1,05/03/2024
34905,20341,1,22/01/2024
34629,20341,1,05/01/2024
30294,20341,1,06/01/2024
31221,20341,1,16/05/2024
31715,20341,1,14/07/2024
34412,20341,1,12/09/2024
33424,20086,1,17/06/2024
32165,20086,1,25/09/2024
34593,20086,1,01/07/2024
32897,20342,1,03/09/2024
30208,20342,1,06/06/2024
33319,20342,1,16/02/2024
32301,20087,1,10/08/2024
31405,20087,1,09/10/2024
32460,20087,1,06/09/2024
34573,20087,1,18/10/2024
33684,20088,1,30/09/2024
33532,20088,1,08/04/2024
32224,20088,1,13/09/2024
30356,20344,1,20/02/2024
33194,20344,1,07/10/2024
30637,20089,1,17/03/2024
31651,20089,1,09/02/2024
33577,20089,1,20/07/2024
33669,20089,1,07/01/2024
31098,20090,1,03/03/2024
31110,20090,1,18/02/2024
33679,20090,1,27/03/2024
30294,20346,1,22/07/2024
32452,20091,1,27/09/2024
34946,20347,1,25/07/2024
30889,20347,1,18/06/2024
33956,20347,1,13/06/2024
32970,20092,1,19/05/2024
32943,20348,1,24/09/2024
31859,20348,1,08/07/2024
34916,20348,1,17/01/2024
32745,20349,1,04/05/2024
31624,20349,1,13/07/2024
33936,20350,1,21/09/2024
30577,20350,1,27/02/2024
34929,20350,1,18/07/2024
33962,20095,1,10/09/2024
34276,20095,1,29/09/2024
33221,20351,1,03/05/2024
34327,20351,1,06/02/2024
34963,20351,1,30/03/2024
33867,20096,1,22/08/2024
31863,20096,1,22/06/2024
33736,20096,1,01/05/2024
34319,20096,1,12/10/2024
34036,20352,1,28/10/2024
30134,20352,1,10/08/2024
30657,20352,1,21/09/2024
30916,20352,1,30/07/2024
30751,20097,1,19/03/2024
33984,20097,1,05/10/2024
33587,20097,1,02/03/2024
34219,20097,1,10/08/2024
32587,20353,1,21/01/2024
32630,20353,1,01/03/2024
30261,20353,1,07/09/2024
34940,20353,1,12/02/2024
34237,20098,1,16/08/2024
34125,20098,1,11/08/2024
32187,20098,1,07/09/2024
33751,20098,1,16/03/2024
30599,20354,1,12/05/2024
31257,20354,1,04/03/2024
32383,20099,1,04/08/2024
33995,20355,1,27/05/2024
34172,20355,1,02/08/2024
32501,20355,1,09/03/2024
34717,20100,1,11/09/2024
30090,20100,1,25/04/2024
33040,20100,1,22/08/2024
33318,20100,1,18/07/2024
31860,20356,1,10/10/2024
31465,20357,1,18/10/2024
30411,20357,1,19/05/2024
34315,20102,1,20/08/2024
33873,20102,1,03/01/2024
34694,20102,1,23/09/2024
32303,20358,1,22/02/2024
32473,20358,1,25/03/2024
31922,20103,1,21/03/2024
33377,20103,1,17/01/2024
32046,20359,1,20/06/2024
32189,20359,1,12/10/2024
33955,20359,1,26/06/2024
32976,20360,1,16/05/2024
32177,20105,1,16/08/2024
31348,20105,1,21/09/2024
34965,20361,1,22/03/2024
31686,20361,1,04/07/2024
30161,20106,1,21/09/2024
32580,20106,1,05/07/2024
31039,20362,1,16/10/2024
31494,20362,1,08/10/2024
31523,20362,1,23/05/2024
32592,20107,1,18/02/2024
31505,20107,1,27/02/2024
33824,20363,1,18/06/2024
33927,20363,1,22/07/2024
34653,20364,1,08/07/2024
31304,20364,1,01/02/2024
31618,20364,1,27/01/2024
34981,20109,1,26/02/2024
30529,20109,1,10/06/2024
31513,20109,1,27/02/2024
31877,20109,1,18/09/2024
34709,20365,1,09/08/2024
32373,20365,1,02/01/2024
31953,20365,1,02/07/2024
33888,20365,1,16/10/2024
34886,20110,1,24/10/2024
34246,20110,1,11/09/2024
34266,20110,1,28/01/2024
31638,20366,1,29/05/2024
30607,20111,1,07/08/2024
30747,20111,1,24/08/2024
30227,20111,1,16/05/2024
32890,20111,1,08/02/2024
33858,20111,1,01/08/2024
33990,20111,1,17/09/2024
30422,20367,1,26/10/2024
33539,20367,1,08/08/2024
31608,20367,1,08/09/2024
31783,20367,1,16/07/2024
31586,20367,1,20/03/2024
32642,20367,1,24/07/2024
34283,20112,1,13/08/2024
34435,20112,1,19/04/2024
32463,20112,1,19/08/2024
30328,20368,1,15/07/2024
31996,20368,1,14/04/2024
32475,20113,1,06/05/2024
30826,20114,1,28/09/2024
33278,20370,1,11/06/2024
32358,20370,1,25/09/2024
32961,20370,1,08/04/2024
32124,20370,1,14/10/2024
33465,20370,1,26/04/2024
30414,20115,1,13/06/2024
31902,20115,1,17/10/2024
30493,20371,1,13/10/2024
31910,20371,1,11/02/2024
33235,20116,1,02/06/2024
30002,20372,1,28/07/2024
32500,20372,1,26/02/2024
34902,20372,1,05/10/2024
33422,20117,1,07/07/2024
32916,20117,1,28/05/2024
32018,20117,1,23/02/2024
32385,20117,1,17/01/2024
33037,20117,1,18/06/2024
30664,20373,1,22/09/2024
34125,20373,1,06/09/2024
32696,20373,1,11/04/2024
31516,20118,1,16/06/2024
34385,20374,1,21/02/2024
32523,20374,1,01/10/2024
31860,20374,1,02/04/2024
30694,20374,1,20/03/2024
32374,20374,1,12/08/2024
33875,20374,1,23/02/2024
34556,20374,1,15/06/2024
34849,20374,1,21/09/2024
34357,20119,1,03/02/2024
31286,20119,1,23/05/2024
34172,20119,1,31/01/2024
33505,20375,1,21/08/2024
34876,20120,1,16/10/2024
33930,20120,1,09/07/2024
31459,20120,1,16/03/2024
33069,20120,1,07/02/2024
30379,20376,1,12/03/2024
32064,20376,1,04/03/2024
32209,20121,1,14/07/2024
32771,20121,1,17/07/2024
31113,20121,1,05/07/2024
32923,20121,1,16/04/2024
33737,20121,1,11/10/2024
33780,20121,1,17/03/2024
34966,20377,1,21/10/2024
30733,20377,1,12/07/2024
32039,20377,1,28/01/2024
33233,20122,1,16/07/2024
31370,20122,1,20/08/2024
31701,20122,1,19/10/2024
32878,20122,1,26/02/2024
34055,20122,1,18/05/2024
30087,20378,1,18/08/2024
31802,20378,1,31/07/2024
34815,20378,1,30/10/2024
34551,20379,1,10/05/2024
34038,20379,1,04/08/2024
31868,20379,1,02/09/2024
31795,20124,1,11/07/2024
31769,20124,1,08/01/2024
34060,20380,1,04/04/2024
31247,20380,1,21/07/2024
34671,20380,1,21/01/2024
33752,20125,1,28/09/2024
33376,20125,1,07/02/2024
32317,20381,1,16/02/2024
30044,20381,1,16/10/2024
31962,20126,1,10/04/2024
32260,20126,1,29/10/2024
32453,20382,1,31/05/2024
30113,20383,1,26/04/2024
31779,20383,1,26/06/2024
31832,20128,1,03/01/2024
34040,20128,1,21/04/2024
33619,20128,1,28/01/2024
34436,20384,1,06/02/2024
33592,20129,1,31/05/2024
32226,20129,1,29/09/2024
31666,20385,1,12/09/2024
32931,20385,1,16/03/2024
34996,20385,1,19/08/2024
30898,20130,1,01/06/2024
34292,20130,1,30/08/2024
31869,20130,1,27/03/2024
30487,20130,1,12/02/2024
30768,20386,1,13/04/2024
33512,20386,1,24/08/2024
32586,20131,1,09/05/2024
31362,20387,1,07/01/2024
32429,20387,1,14/01/2024
30559,20132,1,17/02/2024
32705,20388,1,06/06/2024
33128,20388,1,02/01/2024
34977,20389,1,20/06/2024
30670,20389,1,06/04/2024
34670,20389,1,02/04/2024
30495,20134,1,25/06/2024
30694,20134,1,25/08/2024
31438,20390,1,24/09/2024
33309,20390,1,28/10/2024
34850,20135,1,04/01/2024
34951,20135,1,09/07/2024
33932,20391,1,26/01/2024
30963,20136,1,25/06/2024
32707,20136,1,24/02/2024
31539,20392,1,16/07/2024
34506,20392,1,20/06/2024
31970,20137,1,05/10/2024
30783,20138,1,31/03/2024
33568,20138,1,20/07/2024
33944,20138,1,23/10/2024
34502,20138,1,02/04/2024
33725,20394,1,02/06/2024
32896,20394,1,15/02/2024
33398,20394,1,15/10/2024
30852,20140,1,25/02/2024
33255,20140,1,04/09/2024
30883,20396,1,17/04/2024
31374,20396,1,13/04/2024
32055,20396,1,22/02/2024
32175,20396,1,12/02/2024
33567,20141,1,14/05/2024
30125,20141,1,28/03/2024
31112,20141,1,26/03/2024
33851,20141,1,11/10/2024
32619,20397,1,18/07/2024
30610,20397,1,08/02/2024
34135,20142,1,07/08/2024
30116,20142,1,11/01/2024
33698,20398,1,16/05/2024
33049,20143,1,01/09/2024
34862,20399,1,24/01/2024
31448,20399,1,02/05/2024
31762,20399,1,15/01/2024
34008,20399,1,05/02/2024
34145,20144,1,06/08/2024
30669,20400,1,08/02/2024
33629,20400,1,20/05/2024
31033,20145,1,07/07/2024
32639,20145,1,26/03/2024
33265,20145,1,13/10/2024
34411,20145,1,22/09/2024
30758,20401,1,14/05/2024
31987,20401,1,30/10/2024
34700,20146,1,14/07/2024
30437,20146,1,05/07/2024
34279,20402,1,08/07/2024
32013,20402,1,08/06/2024
32962,20402,1,28/09/2024
34325,20147,1,05/02/2024
33131,20403,1,20/03/2024
30893,20403,1,20/08/2024
34802,20148,1,07/01/2024
31753,20148,1,26/06/2024
34120,20404,1,21/08/2024
31698,20404,1,11/05/2024
33111,20404,1,14/08/2024
32366,20149,1,02/09/2024
34158,20149,1,01/08/2024
31356,20405,1,02/02/2024
32914,20405,1,23/01/2024
34392,20405,1,12/03/2024
34254,20150,1,13/01/2024
31570,20150,1,23/07/2024
31887,20150,1,22/08/2024
32456,20150,1,17/09/2024
32976,20150,1,13/09/2024
32740,20406,1,26/07/2024
32012,20151,1,25/07/2024
34064,20407,1,14/09/2024
33021,20407,1,10/08/2024
33821,20407,1,07/08/2024
31087,20152,1,03/07/2024
31134,20152,1,24/09/2024
32212,20152,1,18/07/2024
33047,20152,1,29/10/2024
34493,20152,1,27/05/2024
30158,20408,1,18/05/2024
31488,20408,1,25/09/2024
31974,20153,1,05/02/2024
31550,20153,1,26/09/2024
32127,20154,1,27/07/2024
30575,20154,1,12/04/2024
33753,20155,1,16/06/2024
31857,20156,1,03/03/2024
33826,20157,1,12/02/2024
31083,20157,1,18/07/2024
31791,20157,1,20/08/2024
32403,20158,1,09/06/2024
30664,20158,1,22/03/2024
32860,20158,1,10/07/2024
30649,20159,1,30/04/2024
31309,20159,1,07/02/2024
31836,20159,1,15/06/2024
33800,20159,1,29/01/2024
34427,20159,1,10/01/2024
32577,20160,1,23/04/2024
32016,20160,1,19/01/2024
31138,20161,1,28/09/2024
33142,20161,1,23/01/2024
33340,20161,1,31/03/2024
31993,20162,1,12/01/2024
30850,20162,1,06/05/2024
32574,20162,1,22/07/2024
34613,20162,1,18/10/2024
30115,20163,1,03/08/2024
30519,20163,1,11/01/2024
33723,20163,1,25/01/2024
33968,20164,1,21/07/2024
30128,20164,1,05/02/2024
31951,20166,1,28/10/2024
30292,20167,1,09/03/2024
32454,20168,1,02/05/2024
34924,20168,1,18/08/2024
31910,20168,1,02/02/2024
33476,20168,1,22/03/2024
30920,20169,1,29/08/2024
31141,20169,1,16/01/2024
32455,20170,1,04/04/2024
30269,20170,1,10/10/2024
34470,20170,1,06/02/2024
34920,20170,1,12/08/2024
30634,20171,1,25/05/2024
32421,20171,1,14/05/2024
33272,20172,1,13/04/2024
33631,20172,1,05/02/2024
30340,20172,1,03/09/2024
30674,20172,1,13/04/2024
31176,20172,1,26/09/2024
31446,20172,1,07/05/2024
34424,20173,1,02/10/2024
30060,20173,1,02/03/2024
32187,20173,1,22/01/2024
34663,20174,1,07/01/2024
30045,20174,1,29/05/2024
34090,20175,1,27/09/2024
31195,20175,1,28/08/2024
34527,20176,1,02/08/2024
34502,20176,1,05/02/2024
31746,20176,1,02/01/2024
32181,20176,1,29/09/2024
31647,20177,1,03/06/2024
34601,20177,1,13/01/2024
30800,20178,1,26/08/2024
31617,20178,1,21/08/2024
30986,20179,1,05/08/2024
30909,20180,1,02/06/2024
32076,20180,1,11/10/2024
33868,20180,1,11/01/2024
34047,20180,1,26/03/2024
31366,20182,1,05/04/2024
31462,20182,1,30/08/2024
33384,20183,1,09/02/2024
34839,20183,1,19/08/2024
30656,20184,1,13/01/2024
31683,20184,1,13/08/2024
34230,20184,1,08/01/2024
31673,20185,1,25/04/2024
32301,20185,1,28/07/2024
32716,20186,1,12/10/2024
30621,20186,1,10/04/2024
34932,20186,1,22/08/2024
34954,20186,1,26/09/2024
32085,20187,1,27/10/2024
30664,20188,1,23/05/2024
30834,20188,1,22/03/2024
30504,20188,1,31/05/2024
34907,20188,1,04/09/2024
31195,20189,1,24/04/2024
34916,20189,1,14/09/2024
31984,20189,1,07/10/2024
33621,20191,1,29/06/2024
31756,20192,1,15/02/2024
32261,20192,1,09/09/2024
31424,20192,1,16/08/2024
32282,20192,1,16/09/2024
30262,20193,1,06/10/2024
30556,20194,1,30/05/2024
32469,20194,1,25/04/2024
32700,20194,1,13/01/2024
33617,20194,1,17/04/2024
34043,20194,1,22/09/2024
33293,20195,1,16/04/2024
34513,20195,1,08/04/2024
30097,20197,1,17/03/2024
30488,20197,1,02/04/2024
30779,20197,1,17/10/2024
32504,20197,1,28/01/2024
32996,20197,1,24/10/2024
34148,20198,1,27/08/2024
32311,20198,1,05/10/2024
33549,20198,1,15/09/2024
34961,20198,1,25/08/2024
32831,20199,1,07/10/2024
33838,20199,1,27/05/2024
30877,20200,1,16/03/2024
30036,20200,1,07/04/2024
31685,20200,1,23/02/2024
34438,20200,1,11/08/2024
34941,20201,1,28/03/2024
33682,20201,1,23/10/2024
34791,20201,1,23/07/2024
30234,20202,1,21/08/2024
32139,20202,1,17/09/2024
32953,20202,1,15/04/2024
32042,20203,1,07/07/2024
33329,20204,1,10/02/2024
33832,20204,1,04/10/2024
33283,20205,1,22/10/2024
34966,20206,1,13/09/2024
